ID,DOJ,DOL,Designation,JobCity,Gender,DOB,10percentage,10board,12graduation,12percentage,12board,CollegeID,CollegeTier,Degree,Specialization,collegeGPA,CollegeCityID,CollegeCityTier,CollegeState,GraduationYear,English,Logical,Quant,Domain,ComputerProgramming,ElectronicsAndSemicon,ComputerScience,MechanicalEngg,ElectricalEngg,TelecomEngg,CivilEngg,conscientiousness,agreeableness,extraversion,nueroticism,openess_to_experience,Salary
572458,2012-07-01,present,senior software engineer,Noida,m,1990-06-05,58.0,state board,2007,66.4,state board,2541,2,B.Tech/B.E.,electronics and communication engineering,66.0,2541,0,Uttarakhand,2012,335,455,595,-1.0,305,-1,-1,-1,-1,-1,-1,0.8479,0.9028,-0.4899,-0.8177,0.7906,370000
911998,2014-07-01,present,java software engineer,-1,m,1992-01-01,91.0,cbse,2009,83.6,cbse,51,2,B.Tech/B.E.,computer science & engineering,76.2,51,0,Uttar Pradesh,2014,615,560,695,0.704090412131314,465,-1,-1,-1,-1,-1,-1,0.7027,-0.9531,-0.6048,-0.995,-1.244,350000
205705,2011-09-01,present,systems engineer,Kolkata,f,1989-04-26,68.0,0,2007,65.0,0,5508,2,B.Tech/B.E.,information technology,74.0,5508,0,Orissa,2011,535,445,525,0.342314899911815,365,-1,-1,-1,-1,-1,-1,-0.4173,0.3448,0.672,1.5899,-0.1295,500000
1200378,2013-09-01,2015-01-01 00:00:00,network engineer,-1,m,1990-09-09,70.2,cbse,2008,63.4,cbse,9738,2,B.Tech/B.E.,electronics and communication engineering,65.88,9738,0,Uttar Pradesh,2013,465,545,390,0.207392169717661,-1,260,-1,-1,-1,324,-1,1.2772,1.0449,1.7007,0.5262,0.6721,200000
755067,2013-08-01,present,programmer analyst,-1,m,1990-05-20,66.85,state board,2008,59.11,state board,1906,2,B.Tech/B.E.,information technology,82.1,1906,1,West Bengal,2013,520,660,620,0.793580614548506,495,-1,-1,-1,-1,-1,-1,0.2718,-0.1206,-1.2196,-0.3612,-0.6692,335000
313406,2013-04-01,present,senior systems engineer,Hyderabad,m,1989-09-30,82.67,ssc,2008,90.1,board of intermediate education,8819,2,B.Tech/B.E.,electronics and communication engineering,76.56,8819,1,Telangana,2012,415,435,595,0.694479327708463,425,366,-1,-1,-1,233,-1,1.1283,1.4368,1.1074,0.0623,0.7788,410000
795920,2014-11-01,present,trainee decision scientist,Bangalore,m,1990-06-21,86.0,cbse,2009,87.0,cbse,222,2,B.Tech/B.E.,electronics and electrical engineering,67.77,222,0,Jharkhand,2014,485,605,665,0.938399136791175,455,-1,-1,-1,553,-1,-1,1.7081,1.2114,1.547,-0.7415,0.8637,450000
265225,2011-07-01,2013-02-01 00:00:00,software developer,Noida,f,1990-09-14,56.78,rajasthan board,2007,48.34,rajasthan board,6351,2,B.Tech/B.E.,information technology,66.34,6351,0,Rajasthan,2011,335,454,525,0.190153405601018,315,-1,-1,-1,-1,-1,-1,-0.5719,0.0328,-0.1988,-1.1128,0.6603,200000
1091356,2014-01-01,2014-06-01 00:00:00,java software engineer,bangalore ,m,1989-12-14,77.8,icse,2008,60.6,cbse,4525,2,B.Tech/B.E.,computer science & engineering,62.9,4525,0,Karnataka,2013,640,650,500,0.864685413370085,525,-1,-1,-1,-1,-1,-1,0.5591,1.3779,0.01,-1.2486,-0.4776,120000
1218505,2014-09-01,2015-03-01 00:00:00,android developer,Indore,f,1991-04-18,84.4,state board,2009,79.8,state board,5722,2,B.Tech/B.E.,electronics and communication engineering,75.15,5722,0,Madhya Pradesh,2013,440,530,450,-1.0,-1,-1,-1,-1,-1,-1,-1,0.1282,0.2124,-0.1437,0.1459,0.4805,105000
898656,2014-07-01,2015-04-01 00:00:00,network engineer,Noida,m,1992-10-13,64.0,state board,2009,77.0,state board,66,2,B.Tech/B.E.,electronics and communication engineering,66.0,66,0,Uttar Pradesh,2014,405,470,500,0.991792428023941,-1,-1,-1,-1,-1,516,-1,-1.0208,-1.4526,0.6248,-0.995,0.0973,240000
1061658,2014-06-01,2014-09-01 00:00:00,data analyst,Hyderabad,m,1992-02-15,68.33,state board,2010,82.4,state board,9837,2,B.Tech/B.E.,electronics and communication engineering,69.4,9837,1,Telangana,2014,525,545,475,0.649389714846691,295,356,-1,-1,-1,292,-1,0.8463,0.8784,-0.6048,0.9066,0.4805,120000
611740,2013-11-01,2015-05-01 00:00:00,project engineer,Hyderabad,m,1992-06-03,78.2,state board,2008,84.5,icse,64,2,B.Tech/B.E.,other,72.3,64,0,Uttar Pradesh,2013,650,580,545,-1.0,435,-1,-1,-1,-1,-1,-1,-0.159,0.3789,-1.0659,-0.8682,-0.0943,300000
1262255,2015-03-01,present,software engineer,Pune,m,1991-04-28,75.0,cbse,2009,70.0,cbse,5812,2,B.Tech/B.E.,computer science & engineering,65.0,5812,1,Rajasthan,2014,640,565,465,0.622642915849938,525,-1,407,-1,-1,-1,-1,-0.0154,0.3789,1.2396,0.5262,0.6721,315000
338449,2013-07-01,2014-02-01 00:00:00,associate software engineer,-1,m,1990-11-26,69.0,state board,2009,81.4,state board,11637,2,B.Tech/B.E.,computer engineering,69.68,11637,0,Madhya Pradesh,2013,425,515,565,0.622642915849938,525,-1,407,-1,-1,-1,-1,-1.2287,0.3448,0.3817,0.53233,-0.6035,180000
669506,2013-06-01,2013-09-01 00:00:00,java developer,Hyderabad,f,1992-08-05,89.0,state board,2009,95.0,state board,7269,2,B.Tech/B.E.,computer science & engineering,83.66,7269,1,Telangana,2013,430,485,620,0.864685413370085,525,-1,-1,-1,-1,-1,-1,-0.4463,-0.9531,0.01,0.3995,-0.6692,300000
632729,2013-08-01,present,senior network engineer,Gurgaon,m,1991-08-13,80.0,cbse,2009,70.0,cbse,9737,2,B.Tech/B.E.,electronics and communication engineering,71.0,9737,0,Uttar Pradesh,2013,520,510,385,0.124502074009537,-1,233,-1,-1,-1,-1,-1,-3.4624,-5.7816,-4.6009,-0.3612,-6.9925,420000
211840,2012-01-01,present,systems engineer,Gurgaon,f,1989-08-16,86.0,0,2007,75.2,0,176,2,B.Tech/B.E.,information technology,76.6,176,0,Punjab,2011,455,435,565,0.864685413370085,525,-1,-1,-1,-1,-1,-1,-2.5811,0.0328,0.3817,0.4148,-1.0774,35000
638979,2013-12-01,2013-04-01 00:00:00,java software engineer,Hyderabad,m,1991-10-20,89.0,state board,2009,92.5,state board,11993,2,B.Tech/B.E.,computer science & engineering,87.9,11993,0,Andhra Pradesh,2013,485,525,665,0.670743151433127,455,-1,-1,-1,-1,-1,-1,0.5591,1.3779,0.6248,-0.7415,-0.2859,300000
536947,2014-04-01,2015-05-01 00:00:00,it support specialist,Pune,f,1992-03-14,78.61,0,2009,76.33,0,11620,2,B.Tech/B.E.,information technology,63.0,11620,0,Maharashtra,2013,485,475,445,0.819416529835888,505,-1,-1,-1,-1,-1,-1,-1.4992,-0.5523,1.1437,-0.6428,0.1864,400000
1190941,2015-03-01,present,assistant system engineer,-1,m,1993-08-13,86.0,state board,2010,92.0,state board,1947,2,B.Tech/B.E.,electronics and communication engineering,72.0,1947,0,Andhra Pradesh,2014,350,590,570,0.493596387301038,415,324,-1,-1,-1,-1,-1,0.8463,0.0459,-0.2974,-0.7415,-0.4776,320000
902947,2014-10-01,2014-06-01 00:00:00,risk investigator,-1,m,1992-12-27,82.0,state board,2010,88.0,state board,9775,2,B.Tech/B.E.,electronics and communication engineering,75.02,9775,1,Telangana,2014,660,470,355,0.207392169717661,395,260,-1,-1,-1,-1,-1,1.4208,1.2114,0.3174,-0.995,0.4805,270000
644845,2013-09-01,present,assistant system engineer,Bhubaneswar,f,1991-03-20,94.4,cbse,2008,86.8,cbse,124,2,B.Tech/B.E.,electrical engineering,90.3,124,0,Orissa,2013,640,495,620,0.991386932781466,-1,-1,-1,-1,633,-1,-1,-0.4463,0.2124,-1.0659,-0.3612,-0.2859,350000
267864,2014-07-01,2015-04-01 00:00:00,php developer,Hubli,m,1988-04-23,78.4,kseb,2005,57.8,"pu board ,karnataka",462,2,MCA,computer application,75.89,462,1,Karnataka,2011,435,394,324,0.670743151433127,455,-1,-1,-1,-1,-1,-1,0.6646,-1.0593,-1.0697,0.8848,0.1864,200000
260866,2011-07-01,2013-04-01 00:00:00,application developer,-1,m,1989-05-27,86.6,0,2007,69.6,0,11467,2,B.Tech/B.E.,computer engineering,72.0,11467,0,Rajasthan,2011,675,525,525,0.600057182338341,435,-1,-1,-1,-1,-1,-1,0.3555,0.9688,0.0914,-0.8778,-0.7615,2600000
244948,2012-01-01,2012-11-01 00:00:00,data analyst,Bangalore,m,1989-10-05,67.6,cgbse,2007,50.0,cgbse,6567,2,B.Tech/B.E.,information technology,65.0,6567,0,Chhattisgarh,2011,445,495,325,0.488347976782714,405,-1,-1,-1,-1,-1,-1,0.3555,-0.1232,-0.9245,-0.4078,0.8183,145000
862250,2013-08-01,2014-05-01 00:00:00,software engineer,Jodhpur,m,1991-08-16,79.5,state board,2008,71.08,state board,3266,2,B.Tech/B.E.,computer science & engineering,65.68,3266,0,Rajasthan,2012,395,535,515,0.356536487724475,535,-1,346,-1,-1,-1,-1,-0.0154,0.5454,0.9322,1.2869,0.2889,210000
597352,2014-01-01,present,data analyst,Gurgaon,m,1989-11-12,60.0,uttarakhand board,2005,53.0,uttarakhand board,6949,2,MCA,computer application,70.0,6949,0,Uttarakhand,2013,605,485,575,0.819416529835888,505,-1,-1,-1,-1,-1,-1,1.1336,0.5454,-0.2974,-0.7415,0.2889,180000
1089287,2014-08-01,present,manufacturing engineer,Noida,m,1992-04-04,78.0,cbse,2010,68.5,cbse,14004,2,B.Tech/B.E.,electronics and communication engineering,69.0,14004,0,Himachal Pradesh,2014,630,505,595,0.649389714846691,305,356,-1,-1,-1,-1,-1,-0.8772,-1.1196,0.01,-1.5021,-2.7769,300000
809524,2015-03-01,present,software engineer,Hyderabad,m,1991-05-20,76.0,cbse,2009,72.0,cbse,11010,2,B.Tech/B.E.,electronics and communication engineering,67.8,11010,1,Karnataka,2013,590,525,635,0.493596387301038,465,324,-1,-1,-1,313,-1,0.99,0.7119,1.2396,-1.5021,1.0554,405000
810588,2014-11-01,present,android developer,Pune,f,1992-06-05,84.0,icse,2009,87.83,icse,10051,2,B.Tech/B.E.,information technology,74.0,10051,1,Delhi,2014,580,525,470,0.635978756456794,445,-1,-1,-1,-1,-1,-1,1.2772,0.8784,0.1637,-1.2486,-0.2859,100000
531765,2013-06-01,2015-03-01 00:00:00,quality control engineer,Hyderabad,m,1992-04-05,58.6,ssc,2010,60.4,sbtet,492,2,B.Tech/B.E.,mechanical engineering,72.8,492,1,Telangana,2013,380,340,310,0.414337426422751,-1,-1,-1,366,-1,-1,-1,-1.9629,0.2668,0.4906,-0.0552,-1.0774,200000
1270390,2014-07-01,2014-09-01 00:00:00,sales associate,GURGOAN,m,1991-07-25,83.89,cbse,2009,67.0,cbse,267,2,B.Tech/B.E.,electronics and communication engineering,80.07,267,0,Punjab,2014,440,590,585,0.436962648056859,405,-1,-1,-1,-1,324,-1,1.9953,0.0459,0.7785,-2.136,0.4805,200000
988848,2015-01-01,present,android developer,Noida,f,1993-02-17,78.67,state board,2010,76.0,state board,137,2,B.Tech/B.E.,information technology,72.14,137,0,Uttar Pradesh,2014,395,470,430,0.998876108102859,415,-1,653,-1,-1,-1,-1,-0.0154,0.5454,0.9322,0.2727,-0.2859,110000
962300,2015-01-01,present,entry level management trainee,Mysore,m,1992-06-29,89.12,state board,2010,57.5,state board,9509,2,B.Tech/B.E.,mechanical engineering,70.0,9509,0,Karnataka,2014,380,620,520,0.829584599793067,-1,-1,-1,469,-1,-1,-1,1.1336,0.5454,-0.9122,-0.8682,-0.2859,120000
1174291,2014-06-01,2015-07-01 00:00:00,branch manager,Bangalore,f,1993-12-02,85.0,state board,2011,70.0,state board,16605,2,B.Tech/B.E.,computer science & engineering,73.0,16605,0,Tamil Nadu,2015,370,370,285,0.356536487724475,105,-1,346,-1,-1,-1,-1,-1.1644,-1.7856,-0.7585,0.9066,-2.5853,1025000
1073243,2013-07-01,present,system engineer,KOLKATA,m,1991-02-24,82.0,state board,2009,83.0,state board,5483,2,B.Tech/B.E.,computer science & engineering,81.0,5483,1,West Bengal,2013,605,495,520,-1.0,-1,-1,-1,-1,-1,-1,-1,-2.8879,-2.4516,0.01,-0.2344,-1.0524,240000
317745,2012-09-01,2015-05-01 00:00:00,senior engineer,Thiruvananthapuram,m,1990-04-30,91.0,sslc,2008,91.0,hse,650,2,B.Tech/B.E.,automobile/automotive engineering,79.0,650,0,Kerala,2012,415,495,464,0.840840968763718,-1,-1,-1,473,-1,-1,-1,-0.4173,0.5008,-0.0537,0.29733,-0.5245,400000
637094,2014-10-01,present,technical engineer,New Delhi,m,1993-07-10,67.3,icse,2010,63.7,icse,4501,2,B.Tech/B.E.,civil engineering,75.22,4501,0,Uttar Pradesh,2014,415,510,415,0.0165646360498735,345,-1,-1,-1,-1,-1,166,1.1336,0.3789,0.1637,0.653,0.6721,180000
1195975,2014-02-01,2015-04-01 00:00:00,software development engineer,Noida,f,1990-12-27,55.0,cbse,2008,62.2,cbse,51,2,MCA,computer application,77.0,51,0,Uttar Pradesh,2014,430,445,295,0.953899775079926,425,-1,530,-1,-1,-1,-1,0.4155,-0.6201,-1.0659,0.0192,-2.0105,200000
198026,2013-04-01,2015-04-01 00:00:00,software engineer,Gurgaon,m,1989-11-27,77.8,cbse,2007,79.6,cbse,13,1,B.Tech/B.E.,information technology,70.12,13,1,Delhi,2011,535,445,465,0.735795709224656,475,-1,-1,-1,-1,-1,-1,-1.0355,0.3448,0.8171,0.6498,-0.4455,340000
895673,2014-08-01,present,associate software engineer,Bangalore,m,1991-12-11,91.4,icse,2010,73.0,cbse,119,1,B.Tech/B.E.,information technology,71.0,119,0,Uttar Pradesh,2014,555,560,825,0.23780283983757,525,-1,315,-1,-1,-1,-1,-0.0154,0.2578,-0.5349,-1.1218,-1.359,350000
1242048,2014-06-01,2014-08-01 00:00:00,php developer,New Delhi,m,1991-07-31,73.0,cbse,2009,59.0,state board,6545,2,B.Tech/B.E.,computer science & engineering,59.0,6545,0,Uttar Pradesh,2014,420,385,400,0.356536487724475,355,-1,346,-1,-1,-1,-1,-2.457,-0.7866,-2.1418,-1.2486,-1.6273,105000
45527,2011-03-01,present,senior software engineer,Bangalore,m,1989-04-05,89.0,"sri kannika parameswari highier secondary school, udumalpet",2006,59.0,"sri kannika parameswari highier secondary school, udumalpet",424,2,B.Tech/B.E.,electronics and communication engineering,65.6,424,0,Tamil Nadu,2010,305,365,485,0.229481754911755,345,266,-1,-1,-1,-1,-1,0.8192,0.3448,-0.0537,-0.4078,0.8183,480000
1218931,2014-10-01,present,software engineer,Noida,m,1994-01-09,73.6,cbse,2010,82.8,cbse,12022,2,B.Tech/B.E.,computer science & engineering,74.8,12022,0,Uttarakhand,2014,430,495,535,0.670743151433127,455,-1,-1,-1,-1,-1,-1,0.5591,0.5454,0.01,0.1459,-1.4356,200000
1133192,2014-11-01,2015-04-01 00:00:00,technical support specialist,Bangalore,f,1992-12-28,88.0,state board,2010,67.68,state board,15157,2,B.Tech/B.E.,electronics and communication engineering,75.0,15157,1,Karnataka,2014,605,590,430,0.338786347219528,-1,292,-1,-1,-1,516,-1,1.2772,-0.2871,-0.9122,1.1601,0.4805,200000
1171251,2015-03-01,present,research analyst,Jaipur,m,1992-01-28,76.0,state board,2008,64.0,state board,12497,2,B.Tech/B.E.,computer science & engineering,68.0,12497,0,Rajasthan,2013,490,470,390,0.600057182338341,435,-1,-1,-1,-1,-1,-1,0.8463,0.3789,0.4711,0.0192,1.4386,210000
786421,2014-04-01,present,software test engineer,Hyderabad ,m,1992-04-27,91.5,ssc,2009,88.5,board of intermediate education,11788,2,B.Tech/B.E.,electronics and communication engineering,67.3,11788,0,Andhra Pradesh,2013,430,495,720,0.338786347219528,365,292,-1,-1,-1,-1,-1,-1.1644,-1.6191,-0.7585,-0.6147,-2.3937,365000
262863,2014-07-01,present,lecturer,Gorakhpur,m,1990-11-19,56.0,0,2007,75.0,0,14519,2,M.Tech./M.E.,computer engineering,70.65,14519,0,Uttar Pradesh,2014,435,305,345,0.276047228046856,345,-1,-1,-1,-1,-1,-1,-0.880999999999999,1.5928,0.0914,0.8848,0.9763,240000
1063434,2014-01-01,2015-02-01 00:00:00,rf engineer,Gurgaon,m,1990-12-27,68.3,state board,2008,81.3,state board,2688,2,B.Tech/B.E.,electronics & telecommunications,76.0,2688,0,Madhya Pradesh,2013,385,435,570,0.943272157866555,-1,452,-1,-1,-1,-1,-1,0.1282,-0.1206,-0.9122,0.0192,0.0973,175000
579905,2013-09-01,present,assistant manager,Indore,m,1989-10-04,85.4,cbse,2007,85.0,cbse,5807,2,B.Tech/B.E.,electronics and communication engineering,70.06,5807,0,Madhya Pradesh,2012,695,610,780,0.960603251997053,-1,466,-1,-1,-1,-1,-1,-0.7335,0.3789,1.2396,-0.1076,0.8637,500000
132996,2010-09-01,present,engineer, ariyalur,m,1989-01-05,84.2,0,2006,87.4,0,3076,2,B.Tech/B.E.,electronics and electrical engineering,77.0,3076,0,Tamil Nadu,2010,305,435,295,0.229481754911755,445,266,-1,-1,-1,-1,-1,0.8192,0.5008,0.8171,-0.6428,-0.1295,570000
138253,2010-11-01,2015-04-01 00:00:00,software quality assurance tester,Bhubneshwar,m,1987-07-20,78.2,cbse,2005,72.6,cbse,11194,2,B.Tech/B.E.,computer engineering,77.0,11194,0,Orissa,2010,575,455,545,0.635978756456794,445,333,-1,-1,-1,-1,-1,-0.880999999999999,0.5008,0.0914,0.1798,-0.1295,680000
1062655,2014-10-01,present,programmer analyst,Chennai,m,1993-02-15,88.0,state board,2010,90.0,state board,3505,2,B.Tech/B.E.,electronics and computer engineering,73.14,3505,0,Andhra Pradesh,2014,500,495,665,0.991230625262871,535,-1,592,-1,-1,-1,-1,-0.159,0.2124,0.4711,1.0333,1.4386,300000
520439,2014-09-01,2015-02-01 00:00:00,rf engineer,bengaluru,m,1991-02-13,66.0,maharashtra satate board,2009,65.0,maharashtra satate board,1871,2,B.Tech/B.E.,electronics & telecommunications,57.0,1871,0,Maharashtra,2013,250,425,415,0.538386892985096,345,333,-1,-1,-1,286,-1,-0.5719,-1.3713,-0.8157,-0.5253,-1.8673,180000
947155,2014-07-01,2015-03-01 00:00:00,technical support engineer,Bangalore,m,1992-10-09,73.0,cbse,2009,62.12,cbse,979,2,B.Tech/B.E.,computer science & engineering,53.0,979,1,Karnataka,2014,500,460,510,0.622642915849938,-1,-1,407,-1,-1,-1,-1,-2.1698,-0.1206,-0.2974,-0.1076,0.0973,200000
533417,2013-01-01,2013-06-01 00:00:00,management trainee,-1,m,1991-02-28,88.0,kerala state technical education,2008,89.66,kerala state hse board,867,2,B.Tech/B.E.,electronics and communication engineering,76.4,867,0,Kerala,2012,510,640,635,0.124502074009537,-1,233,-1,-1,-1,-1,-1,0.3941,1.2808,0.2366,-2.1998,-0.4455,200000
217003,2012-03-01,present,linux systems administrator,Gurgaon,m,1989-06-21,79.0,cbse,2006,69.6,cbse,4948,2,B.Tech/B.E.,computer engineering,72.0,4948,1,Rajasthan,2011,475,515,545,0.600057182338341,435,-1,-1,-1,-1,-1,-1,-0.5719,-0.5913,-1.5051,-1.4653,-1.5513,435000
1264540,2014-08-01,2015-04-01 00:00:00,software developer,Faridabad,m,1992-08-22,80.33,cbse,2010,66.2,cbse,3245,2,B.Tech/B.E.,information technology,67.6,3245,0,Haryana,2014,395,520,500,0.23780283983757,495,-1,315,-1,-1,-1,-1,0.4155,0.7119,0.7785,0.0192,0.2889,240000
637345,2014-01-01,2015-04-01 00:00:00,quality analyst,Hyderabad,m,1991-07-03,50.0,icse,2009,56.0,state board,1428,2,B.Tech/B.E.,electronics and communication engineering,62.15,1428,1,Telangana,2013,405,330,210,0.376059586651545,305,300,253,-1,-1,286,-1,-0.159,-0.1206,0.3174,0.0192,0.2889,190000
285145,2012-06-01,2014-09-01 00:00:00,project engineer,Hyderabad,f,1989-08-02,90.83,ssc,2008,95.1,intermediate,3838,2,B.Tech/B.E.,civil engineering,84.01,3838,0,Andhra Pradesh,2012,525,455,605,0.962217010630124,-1,-1,-1,366,-1,-1,500,-0.7651,-0.4353,-1.6502,1.3255,-0.4455,300000
192625,2011-12-01,2014-03-01 00:00:00,assistant systems engineer,Bangalore,f,1990-02-10,85.0,ssc,2007,92.3,ipe,2392,2,B.Tech/B.E.,electronics and communication engineering,67.56,2392,0,Andhra Pradesh,2011,525,575,525,0.694479327708463,375,366,-1,-1,-1,-1,-1,0.2009,0.3448,-0.4891,0.2973,0.1864,360000
483538,2012-10-01,present,technical engineer,Chennai,m,1990-09-30,86.09,matriculation board,2008,71.08,state board,8823,2,B.Tech/B.E.,electronics and communication engineering,82.19,8823,0,Tamil Nadu,2012,455,495,435,0.124502074009537,-1,233,-1,-1,-1,286,-1,-0.7264,0.1888,0.3817,1.1199,0.4234,275000
818646,2013-06-01,2014-03-01 00:00:00,application engineer,-1,f,1990-08-17,86.4,cbse,2008,83.2,cbse,1139,2,B.Tech/B.E.,electronics & telecommunications,74.25,1139,0,Chhattisgarh,2012,615,605,680,0.943272157866555,-1,452,407,-1,-1,-1,-1,-1.0208,-0.2871,-0.2974,1.4136,0.8637,230000
350819,2014-12-01,present,digital marketing specialist,"Indirapuram, Ghaziabad",m,1992-06-16,84.0,cbse,2010,77.4,cbse,7627,2,B.Tech/B.E.,electronics and instrumentation engineering,72.3,7627,0,Uttar Pradesh,2014,425,445,505,0.881620069530177,-1,420,-1,-1,-1,-1,-1,1.2828,0.1888,-1.3599,2.0599,-0.2875,200000
940402,2014-10-01,2015-04-01 00:00:00,java developer,Chennai,m,1993-06-30,85.3,state board,2010,88.3,state board,434,2,B.Tech/B.E.,computer science & engineering,85.0,434,1,Tamil Nadu,2014,370,375,325,0.356536487724475,315,-1,346,-1,-1,-1,-1,1.8517,1.5444,0.3174,0.3995,0.6721,300000
863466,2013-11-01,2014-07-01 00:00:00,system engineer,New Delhi,m,1990-06-20,82.0,cbse,2008,81.2,cbse,6920,1,B.Tech/B.E.,computer science & engineering,71.67,6920,1,Delhi,2013,580,640,870,0.622642915849938,625,-1,407,-1,-1,-1,-1,-0.5899,1.0449,0.3174,-1.2486,0.8637,350000
1203085,2014-10-01,present,software engineer,Bangalore,m,1991-10-20,84.83,cbse,2009,78.43,cbse,1887,1,B.Tech/B.E.,computer science & engineering,70.66,1887,0,Uttar Pradesh,2014,570,540,655,0.952245572924303,585,-1,-1,-1,-1,-1,-1,0.7027,1.0449,1.547,-1.6289,-0.6692,785000
353470,2012-10-01,2015-04-01 00:00:00,system engineer,Pune,m,1990-07-12,86.0,karnataka education board (keeb),2008,84.0,pu board karnataka,5284,2,B.Tech/B.E.,electronics and communication engineering,81.0,5284,0,Karnataka,2012,415,475,535,0.229481754911755,-1,266,-1,-1,-1,-1,-1,1.1283,1.5928,1.3977,1.0024,-1.1169,460000
264071,2011-12-01,2013-05-01 00:00:00,systems engineer,Trivandrum,m,1989-11-11,87.8,0,2007,85.4,0,2513,2,B.Tech/B.E.,electronics and communication engineering,69.3,2513,0,Rajasthan,2011,555,615,715,0.694479327708463,-1,366,-1,-1,-1,340,-1,0.6646,0.9688,0.9623,-1.1128,0.5024,365000
1096809,2014-08-01,2015-04-01 00:00:00,customer service,-1,f,1993-11-10,83.66,state board,2010,89.4,state board,11849,2,B.Tech/B.E.,electronics and communication engineering,74.77,11849,0,Telangana,2014,535,540,485,0.493596387301038,365,324,-1,-1,-1,-1,-1,0.5591,1.0449,0.01,0.3995,1.0554,200000
345074,2012-05-01,2013-03-01 00:00:00,mobile application developer,NOIDA,f,1990-07-03,74.6,cbse,2008,74.6,cbse,172,2,B.Tech/B.E.,computer engineering,66.0,172,0,Uttar Pradesh,2012,455,345,515,0.342314899911815,365,-1,-1,-1,-1,-1,-1,0.0464,0.6568,0.0914,1.82493,-0.2875,150000
947943,2014-10-01,2015-03-01 00:00:00,system engineer,Mysore ,m,1992-07-05,86.0,state board,2010,62.6,state board,10119,2,B.Tech/B.E.,electronics and communication engineering,65.12,10119,0,Gujarat,2014,500,450,400,0.493596387301038,-1,324,-1,-1,-1,-1,-1,0.4155,0.2124,1.2396,-1.2486,-0.0943,300000
619658,2013-07-01,2014-11-01 00:00:00,electrical field engineer,"kudankulam ,tarapur",m,1991-11-04,74.0,cbse,2008,79.8,cbse,275,2,B.Tech/B.E.,electronics and electrical engineering,93.3,275,1,Karnataka,2013,500,560,720,0.758379883023504,-1,-1,-1,-1,473,-1,-1,-0.3027,0.0459,-1.6807,0.0192,-0.6692,460000
1089283,2014-06-01,2015-02-01 00:00:00,assistant professor,Una,f,1993-04-15,70.0,cbse,2010,70.0,cbse,14004,2,B.Tech/B.E.,civil engineering,65.0,14004,0,Himachal Pradesh,2014,475,455,415,0.679644640924472,-1,-1,-1,-1,-1,-1,388,-0.0154,1.2114,1.3933,-0.8682,1.6302,110000
1267237,2014-10-01,present,software test engineer,Bangalore,f,1991-12-12,72.8,cbse,2009,65.6,cbse,3002,2,B.Tech/B.E.,electronics and electrical engineering,70.0,3002,0,Orissa,2013,545,470,380,0.112139438207403,355,228,-1,-1,-1,-1,-1,1.2772,0.7119,0.7785,-1.1218,0.6721,240000
324950,2012-10-01,present,programmer analyst,Chennai ,f,1990-06-06,91.8,cbse,2008,89.6,cbse,6609,2,B.Tech/B.E.,electronics and electrical engineering,84.3,6609,1,Tamil Nadu,2012,725,595,605,0.538386892985096,475,333,-1,-1,-1,-1,-1,-1.2287,1.2808,-1.9405,1.76613,0.1864,305000
272869,2012-03-01,2015-04-01 00:00:00,it support specialist,Indore,m,1987-09-11,62.0,cbse,2005,62.0,cbse,3725,2,B.Tech/B.E.,information technology,63.0,3725,0,Madhya Pradesh,2011,475,395,415,0.190153405601018,315,-1,-1,-1,-1,-1,-1,0.0464,1.1248,0.0914,-0.8778,-0.1295,350000
133165,2010-11-01,2013-08-01 00:00:00,project engineer,Mumbai ,m,1988-10-12,71.6,ssc,2006,71.0,hsc,1358,2,B.Tech/B.E.,electronics and electrical engineering,60.38,1358,1,Maharashtra,2010,465,395,595,0.824666400671332,415,400,-1,-1,-1,-1,-1,-2.1175,-1.3713,-2.6662,1.4724,0.0284,240000
1081475,2014-12-01,2015-05-01 00:00:00,software engineer,Pune,m,1993-01-11,82.25,state board,2010,76.83,state board,7814,2,B.Tech/B.E.,electronics and electrical engineering,82.5,7814,0,Orissa,2014,545,460,510,0.115022725743068,-1,292,-1,-1,292,-1,-1,0.99,0.2124,0.3174,0.1459,-0.0943,310000
872500,2014-10-01,2015-08-01 00:00:00,assistant system engineer,-1,f,1993-07-02,82.4,icse,2009,69.16,icse,347,2,B.Tech/B.E.,information technology,84.0,347,0,Uttar Pradesh,2014,615,470,470,0.744758354008939,365,-1,438,-1,-1,-1,-1,0.5591,1.3779,1.2396,-0.995,0.2889,335000
261537,2012-03-01,2015-04-01 00:00:00,software engineer,Noida,f,1989-12-25,82.0,cbse,2007,73.0,cbse,6874,2,B.Tech/B.E.,electrical engineering,63.0,6874,0,Uttarakhand,2011,485,355,555,-1.0,-1,-1,-1,-1,-1,-1,-1,0.0464,-0.2793,-0.344,-0.1727,-0.4455,430000
661253,2014-03-01,2014-08-01 00:00:00,programmer analyst trainee,-1,f,1992-01-07,82.0,state board,2009,83.0,state board,12860,2,B.Tech/B.E.,electronics and communication engineering,76.3,12860,1,Telangana,2013,275,390,340,0.229481754911755,214,266,-1,-1,-1,286,-1,0.99,1.2114,0.4711,-0.2344,0.2889,300000
